frame_id,stamp_ns,tracking_state,keypoints,valid_depths,valid_depth_ratio,depth_grid_coverage,tracked_inliers,feature_extract_ms,stereo_match_ms,frontend_ms,track_total_ms
155,2584851512107,2,602,180,0.299003,0.770833,104,49.204563,8.707450,57.912013,72.940278
156,2585031534649,2,605,173,0.285950,0.729167,85,62.528864,16.618314,79.147178,102.974477
157,2585121530232,2,604,181,0.299669,0.708333,163,57.341678,16.646314,73.987992,92.951855
158,2585211519190,2,607,164,0.270181,0.666667,122,63.243408,6.509733,69.753141,85.167450
159,2585301525482,2,603,149,0.247098,0.687500,99,52.525409,6.557567,59.082976,73.575115
160,2585391530899,2,604,173,0.286424,0.729167,92,58.705766,9.726788,68.432554,89.090841
161,2585481522149,2,605,168,0.277686,0.729167,85,59.871645,12.805633,72.677278,94.777238
162,2585571526107,2,604,155,0.256623,0.687500,76,61.196192,14.938265,76.134457,99.520755
163,2585751523399,2,602,163,0.270764,0.729167,69,59.650019,15.118016,74.768035,95.786783
164,2585841530482,2,604,157,0.259934,0.750000,145,59.160018,14.609139,73.769157,91.722309
165,2585931523107,2,603,146,0.242123,0.666667,105,64.468205,5.994856,70.463061,84.059320
166,2586021528108,2,603,152,0.252073,0.708333,88,56.079589,6.140190,62.219779,73.491447
167,2586111518149,2,600,165,0.275000,0.604167,85,64.806206,9.584495,74.390701,94.732153
168,2586201531316,2,605,177,0.292562,0.708333,73,63.451451,17.032524,80.483975,100.816343
169,2586291527941,2,606,153,0.252475,0.666667,69,60.173938,10.119372,70.293310,81.626853
170,2586381516566,2,604,147,0.243377,0.645833,67,59.861021,12.758965,72.619986,93.287523
171,2586561521983,2,602,167,0.277409,0.645833,62,57.793846,12.809799,70.603645,85.243659
172,2586651525441,2,604,158,0.261589,0.645833,144,62.163487,15.056974,77.220461,98.944211
173,2586741528816,2,602,166,0.275748,0.645833,94,60.603689,6.717526,67.321215,79.291428
174,2586831523316,2,606,159,0.262376,0.708333,71,49.064104,6.481358,55.545462,65.706584
175,2586921520733,2,605,173,0.285950,0.729167,76,59.476852,16.917106,76.393958,95.686573
176,2587011529608,2,604,158,0.261589,0.729167,71,63.177991,15.619351,78.797342,94.515235
177,2587101526650,2,606,179,0.295380,0.750000,164,59.659520,16.314979,75.974499,99.484421
178,2587281538608,2,608,184,0.302632,0.645833,101,59.592435,7.083652,66.676087,78.840050
179,2587371533775,2,604,174,0.288079,0.604167,95,54.391374,6.876068,61.267442,72.395068
180,2587461523650,2,606,188,0.310231,0.645833,95,57.925805,16.381562,74.307367,94.941404
181,2587551526650,2,604,168,0.278146,0.750000,81,56.729966,15.391351,72.121317,89.290341
182,2587641526400,2,606,171,0.282178,0.645833,82,62.433447,15.947477,78.380924,102.071847
183,2587731548275,2,601,186,0.309484,0.666667,141,57.517219,16.903398,74.420617,93.906275
184,2587821563192,2,605,186,0.307438,0.666667,104,55.679045,7.403944,63.082989,75.701496
185,2588001534483,2,603,205,0.339967,0.666667,89,51.231946,7.628904,58.860850,71.065979
186,2588091524234,2,605,198,0.327273,0.666667,82,53.953748,9.630370,63.584118,82.442523
187,2588181536025,2,603,168,0.278607,0.562500,83,57.124384,9.433786,66.558170,86.923289
188,2588271529692,2,606,176,0.290429,0.625000,75,66.487254,16.681730,83.168984,102.913142
189,2588361523484,2,605,181,0.299174,0.666667,70,56.619841,16.655397,73.275238,90.543554
190,2588451552984,2,604,191,0.316225,0.687500,153,59.715019,13.612552,73.327571,95.238571
191,2588541527025,2,603,208,0.344942,0.687500,105,58.485556,7.820196,66.305752,79.318844
192,2588721535567,2,603,208,0.344942,0.645833,163,49.965731,8.016031,57.981762,69.209430
193,2588811542401,2,603,165,0.273632,0.666667,100,51.984198,7.098402,59.082600,71.249771
194,2588901542734,2,602,179,0.297342,0.645833,99,50.989319,7.422903,58.412222,70.181642
195,2588991535359,2,605,179,0.295868,0.604167,87,52.715617,9.217993,61.933610,77.507879
196,2589081532859,2,602,197,0.327243,0.708333,164,59.956979,17.408983,77.365962,99.526837
197,2589171527984,2,605,193,0.319008,0.729167,112,54.602958,7.423903,62.026861,76.570125
198,2589261533734,2,605,180,0.297521,0.708333,100,50.291900,7.018819,57.310719,69.933350
199,2589351537817,2,604,198,0.327815,0.708333,163,50.781443,10.018871,60.800314,77.086710
200,2589531530568,2,601,208,0.346090,0.687500,176,54.217457,7.900447,62.117904,75.412203
201,2589621546568,2,600,195,0.325000,0.666667,113,52.997660,7.481196,60.478856,74.442783
202,2589711531484,2,601,221,0.367720,0.708333,192,51.673696,8.349532,60.023228,74.602617
203,2589801541943,2,604,196,0.324503,0.750000,109,52.116490,7.548904,59.665394,74.973077
