frame_index,stamp_ns,tracking_state,method,pair_type,extract_a_ms,extract_b_ms,preprocess_a_ms,preprocess_b_ms,bpu_queue_a_ms,bpu_queue_b_ms,bpu_a_ms,bpu_b_ms,postprocess_a_ms,postprocess_b_ms,keypoints_a,keypoints_b,extraction_wall_ms,match_ms,geometry_ms,end_to_end_pair_ms,matches,ransac_inliers,strict_inliers,strict_inlier_ratio,strict_grid_coverage,median_vertical_error_px,median_disparity_px,fine_total_ms,fine_preprocess_ms,fine_bpu_queue_ms,fine_bpu_ms,fine_postprocess_ms,photometric_inliers,photometric_inlier_ratio,photometric_grid_coverage,patch_ncc_median,patch_ncc_p10,photometric_ms
0,2569011476808,-1,xfeat_star_coarse,stereo,40.072519,23.792045,5.035658,4.938825,17.445764,0.001167,15.996558,17.484389,1.594289,1.367414,600,600,40.321436,1.695414,0.419999,42.436849,256,256,256,1.000000,0.520833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,185,0.722656,0.416667,0.740656,0.181000,4.239910
0,2569011476808,-1,xfeat_star_fine,stereo,40.072519,23.792045,5.035658,4.938825,17.445764,0.001167,15.996558,17.484389,1.594289,1.367414,600,600,40.321436,1.695414,0.275749,52.671791,255,255,254,0.996078,0.500000,0.000000,1.321083,10.379192,0.390416,0.000666,9.158819,0.828957,212,0.831373,0.458333,0.876503,0.301961,4.089619
0,2569011476808,-1,orb_cpu,stereo,65.847561,68.051349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,599,600,68.307682,8.632819,4.406785,81.347286,379,333,332,0.875989,0.354167,0.000000,1.727997,0.000000,0.000000,0.000000,0.000000,0.000000,318,0.839050,0.354167,0.929630,0.575860,10.619900
1,2569101470849,-1,xfeat_star_coarse,stereo,22.139756,38.938688,4.401993,5.757699,0.000917,14.867143,16.280057,16.650098,1.456456,1.663498,600,600,39.299354,2.131621,0.566374,41.997349,256,256,256,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,182,0.710938,0.458333,0.725607,0.140831,4.974367
1,2569101470849,-1,xfeat_star_fine,stereo,22.139756,38.938688,4.401993,5.757699,0.000917,14.867143,16.280057,16.650098,1.456456,1.663498,600,600,39.299354,2.131621,0.562457,51.474500,254,254,254,1.000000,0.500000,0.000000,1.314247,9.481068,0.172583,0.000500,7.350571,1.957247,208,0.818898,0.479167,0.850614,0.270559,6.404490
1,2569101470849,-1,orb_cpu,stereo,71.362220,64.645105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,600,598,71.612553,10.085775,2.181830,83.880158,386,342,341,0.883420,0.333333,0.000000,1.728003,0.000000,0.000000,0.000000,0.000000,0.000000,322,0.834197,0.312500,0.934296,0.577358,7.392613
1,2569101470849,-1,xfeat_guided,temporal,40.072519,22.139756,5.035658,4.401993,17.445764,0.000917,15.996558,16.280057,1.594289,1.456456,600,600,62.212275,4.771284,0.235625,67.219184,256,256,256,1.000000,0.520833,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,nan,nan,0.000000
1,2569101470849,-1,orb_cpu,temporal,65.847561,71.362220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,599,600,137.209781,8.029279,0.563333,145.802393,519,517,517,0.996146,0.375000,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,nan,nan,0.000000
10,2570001461725,-1,xfeat_star_coarse,stereo,32.144407,48.024674,13.300104,13.125729,0.000750,17.592514,17.568847,15.854641,1.274373,1.451623,600,600,48.659464,2.254788,0.319250,51.233502,256,256,256,1.000000,0.479167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,181,0.707031,0.437500,0.712394,0.126932,4.963700
10,2570001461725,-1,xfeat_star_fine,stereo,32.144407,48.024674,13.300104,13.125729,0.000750,17.592514,17.568847,15.854641,1.274373,1.451623,600,600,48.659464,2.254788,0.210208,58.441948,250,250,250,1.000000,0.479167,0.000000,1.326035,7.317488,0.184416,0.000500,6.305948,0.826457,204,0.816000,0.458333,0.865586,0.257354,3.896244
10,2570001461725,-1,orb_cpu,stereo,65.386271,67.565184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,599,600,68.119891,15.987433,2.045455,86.152779,371,333,331,0.892183,0.312500,0.000000,1.727997,0.000000,0.000000,0.000000,0.000000,0.000000,316,0.851752,0.312500,0.935809,0.614560,7.036781
11,2570181473058,-1,xfeat_star_coarse,stereo,39.971853,22.690422,4.609076,4.571618,16.690140,0.000666,17.417430,16.663849,1.254748,1.453997,600,600,40.218394,1.805747,0.418666,42.442807,256,256,256,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,180,0.703125,0.437500,0.718411,0.149907,4.685951
11,2570181473058,-1,xfeat_star_fine,stereo,39.971853,22.690422,4.609076,4.571618,16.690140,0.000666,17.417430,16.663849,1.254748,1.453997,600,600,40.218394,1.805747,0.200000,49.948004,252,252,251,0.996032,0.458333,0.000000,1.315403,7.723863,0.169833,0.000500,6.716156,0.837207,206,0.817460,0.437500,0.853415,0.312029,3.967327
11,2570181473058,-1,orb_cpu,stereo,63.312774,65.376604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,600,600,65.640229,9.365527,2.623621,77.629377,371,322,320,0.862534,0.312500,0.000000,1.727997,0.000000,0.000000,0.000000,0.000000,0.000000,305,0.822102,0.291667,0.938222,0.607757,7.013280
11,2570181473058,-1,xfeat_guided,temporal,32.144407,39.971853,13.300104,4.609076,0.000750,16.690140,17.568847,17.417430,1.274373,1.254748,600,600,72.116260,5.096200,0.281458,77.493918,256,256,256,1.000000,0.520833,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,nan,nan,0.000000
11,2570181473058,-1,orb_cpu,temporal,65.386271,63.312774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,599,600,128.699045,10.164192,0.606749,139.469986,521,517,517,0.992322,0.375000,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,nan,nan,0.000000
20,2571081465434,-1,xfeat_star_coarse,stereo,22.601464,38.584731,4.017035,3.960536,0.000625,17.308681,17.297139,15.871975,1.286498,1.443331,600,600,38.893105,7.859404,1.748831,48.501340,256,256,256,1.000000,0.458333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,189,0.738281,0.416667,0.746558,0.224398,17.986971
20,2571081465434,-1,xfeat_star_fine,stereo,22.601464,38.584731,4.017035,3.960536,0.000625,17.308681,17.297139,15.871975,1.286498,1.443331,600,600,38.893105,7.859404,0.257208,56.490911,255,255,255,1.000000,0.458333,0.000000,1.300362,9.481194,0.244375,0.000792,8.403862,0.831832,217,0.850980,0.437500,0.875845,0.361447,3.978244
20,2571081465434,-1,orb_cpu,stereo,68.095767,63.131816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,600,599,68.355100,15.566059,3.023703,86.944862,395,361,361,0.913924,0.333333,0.000000,1.727997,0.000000,0.000000,0.000000,0.000000,0.000000,345,0.873418,0.333333,0.936223,0.642194,10.341692
21,2571171462517,-1,xfeat_star_coarse,stereo,38.631063,22.188298,4.635409,4.562784,15.955850,0.000750,16.647015,15.935058,1.392456,1.689456,600,600,38.896146,4.113869,1.218915,44.228930,256,256,256,1.000000,0.437500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,189,0.738281,0.416667,0.725167,0.235436,9.756651
21,2571171462517,-1,xfeat_star_fine,stereo,38.631063,22.188298,4.635409,4.562784,15.955850,0.000750,16.647015,15.935058,1.392456,1.689456,600,600,38.896146,4.113869,0.218874,50.914835,256,256,255,0.996094,0.437500,0.000000,1.344986,7.685946,0.249541,0.000917,6.641031,0.794165,219,0.855469,0.437500,0.876085,0.426169,3.995786
21,2571171462517,-1,orb_cpu,stereo,64.744813,66.353852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,599,600,66.624019,20.092259,4.479077,91.195355,403,357,356,0.883375,0.333333,0.000000,1.440002,0.000000,0.000000,0.000000,0.000000,0.000000,338,0.838710,0.333333,0.934257,0.557285,11.248690
21,2571171462517,-1,xfeat_guided,temporal,22.601464,38.631063,4.017035,4.635409,0.000625,15.955850,17.297139,16.647015,1.286498,1.392456,600,600,61.232527,5.163659,0.337499,66.733685,256,256,256,1.000000,0.458333,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,nan,nan,0.000000
21,2571171462517,-1,orb_cpu,temporal,68.095767,64.744813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,600,599,132.840580,10.008984,0.714665,143.564229,526,525,525,0.998099,0.354167,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,nan,nan,0.000000
30,2572071470309,1,xfeat_star_coarse,stereo,37.745565,21.180424,3.856994,3.814244,15.896975,0.001208,16.558765,15.877100,1.432498,1.487747,600,600,38.002690,2.413788,1.140123,41.556601,256,245,245,0.957031,0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,182,0.710938,0.375000,0.765716,0.233986,5.279867
30,2572071470309,1,xfeat_star_fine,stereo,37.745565,21.180424,3.856994,3.814244,15.896975,0.001208,16.558765,15.877100,1.432498,1.487747,600,600,38.002690,2.413788,0.389124,51.863542,255,255,255,1.000000,0.437500,0.000000,1.254845,11.057940,0.226791,0.000834,8.810694,2.019288,219,0.858824,0.437500,0.888036,0.414555,9.720443
30,2572071470309,1,orb_cpu,stereo,63.673149,65.503646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,600,600,66.008853,19.138595,2.253871,87.401319,395,353,352,0.891139,0.333333,0.000000,1.727997,0.000000,0.000000,0.000000,0.000000,0.000000,333,0.843038,0.333333,0.933896,0.573164,7.497280
31,2572161479393,1,xfeat_star_coarse,stereo,21.226258,37.839898,3.932660,3.891327,0.000792,15.903017,15.882975,16.667015,1.409581,1.378373,600,600,38.269648,2.453371,1.718664,42.441683,256,241,241,0.941406,0.354167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,188,0.734375,0.354167,0.775772,0.240240,5.025242
31,2572161479393,1,xfeat_star_fine,stereo,21.226258,37.839898,3.932660,3.891327,0.000792,15.903017,15.882975,16.667015,1.409581,1.378373,600,600,38.269648,2.453371,0.267125,48.339591,255,255,254,0.996078,0.458333,0.000000,1.256931,7.349447,0.192708,0.000708,6.308823,0.846916,224,0.878431,0.458333,0.892982,0.452512,4.762284
31,2572161479393,1,orb_cpu,stereo,59.579114,62.603276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,600,600,62.864191,17.199972,2.289163,82.353326,411,365,364,0.885645,0.333333,0.000000,1.727997,0.000000,0.000000,0.000000,0.000000,0.000000,347,0.844282,0.333333,0.932741,0.609955,11.949065
31,2572161479393,1,xfeat_guided,temporal,37.745565,21.226258,3.856994,3.932660,15.896975,0.000792,16.558765,15.882975,1.432498,1.409581,600,600,58.971823,6.424282,0.281083,65.677188,256,256,256,1.000000,0.416667,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,nan,nan,0.000000
31,2572161479393,1,orb_cpu,temporal,63.673149,59.579114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,600,600,123.252263,10.078151,1.112165,134.442579,546,540,540,0.989011,0.354167,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,nan,nan,0.000000
40,2573151513851,1,xfeat_star_coarse,stereo,38.418481,22.843339,4.650576,4.563118,17.053389,0.000916,15.460976,17.029557,1.253373,1.249581,600,600,38.850938,2.043497,0.563999,41.458434,256,256,256,1.000000,0.437500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,189,0.738281,0.416667,0.746932,0.212911,12.085314
40,2573151513851,1,xfeat_star_fine,stereo,38.418481,22.843339,4.650576,4.563118,17.053389,0.000916,15.460976,17.029557,1.253373,1.249581,600,600,38.850938,2.043497,0.255874,48.785797,256,256,255,0.996094,0.437500,0.000000,1.304321,7.635488,0.379499,0.001333,6.422323,0.831416,220,0.859375,0.437500,0.882807,0.456776,4.018786
40,2573151513851,1,orb_cpu,stereo,64.203064,64.756689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,600,600,65.047813,26.432042,4.827618,96.307473,407,354,353,0.867322,0.333333,0.000000,1.520004,0.000000,0.000000,0.000000,0.000000,0.000000,338,0.830467,0.333333,0.935424,0.588273,10.625399
41,2573241482810,1,xfeat_star_coarse,stereo,38.869480,22.398797,4.685909,4.618534,16.108266,0.000917,16.714848,16.087683,1.360123,1.691330,600,600,39.130813,4.329535,1.282873,44.743221,256,256,256,1.000000,0.437500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,189,0.738281,0.416667,0.755932,0.221360,9.741817
41,2573241482810,1,xfeat_star_fine,stereo,38.869480,22.398797,4.685909,4.618534,16.108266,0.000917,16.714848,16.087683,1.360123,1.691330,600,600,39.130813,4.329535,0.268999,51.582668,256,256,255,0.996094,0.437500,0.000000,1.280373,7.853321,0.364166,0.001000,6.645739,0.842041,216,0.843750,0.437500,0.888948,0.421980,3.973577
41,2573241482810,1,orb_cpu,stereo,64.472564,65.852937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,600,600,66.107228,20.281384,5.424617,91.813229,404,354,354,0.876238,0.333333,0.000000,1.440002,0.000000,0.000000,0.000000,0.000000,0.000000,338,0.836634,0.333333,0.934649,0.617072,10.484150
41,2573241482810,1,xfeat_guided,temporal,38.418481,38.869480,4.650576,4.685909,17.053389,16.108266,15.460976,16.714848,1.253373,1.360123,600,600,77.287961,5.384742,0.341583,83.014286,256,256,256,1.000000,0.437500,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,nan,nan,0.000000
41,2573241482810,1,orb_cpu,temporal,64.203064,64.472564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,600,600,128.675628,10.043942,0.811457,139.531027,526,520,520,0.988593,0.354167,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,nan,nan,0.000000
