method,pair_type,frame_index,stamp_sec,bag_time_sec,delta_time_sec,orb_slam_tracking_ok,keypoints_a,keypoints_b,matches,ransac_inliers,ransac_inlier_ratio,strict_inliers,strict_inlier_ratio,strict_grid_coverage,match_latency_ms,median_vertical_error_px,median_disparity_px,rectified_inliers,rectified_inlier_ratio
xfeat,stereo,230,2592.591563736,1780624768.4522514,0.0,True,1024,1024,609,453,0.7438423645320197,428,0.7027914614121511,0.7083333333333334,4.287219984689727,1.0,11.0,480,0.7881773399014779
orb,stereo,230,2592.591563736,1780624768.4522514,0.0,True,716,605,370,310,0.8378378378378378,301,0.8135135135135135,0.4791666666666667,1.605255005415529,0.0,2.0735931396484375,326,0.8810810810810811
xfeat,stereo,231,2592.681564361,1780624768.5549762,0.0,True,1024,1024,602,376,0.6245847176079734,342,0.5681063122923588,0.625,3.125875984551385,1.0,11.5,448,0.7441860465116279
xfeat,temporal,231,2592.681564361,1780624768.5549762,0.09000062499990236,True,1024,1024,621,425,0.6843800322061192,425,0.6843800322061192,0.6666666666666666,2.958842000225559,1.0,nan,0,0.0
orb,stereo,231,2592.681564361,1780624768.5549762,0.0,True,726,581,356,315,0.8848314606741573,313,0.8792134831460674,0.3958333333333333,1.3445790100377053,0.0,2.0736007690429688,320,0.898876404494382
orb,temporal,231,2592.681564361,1780624768.5549762,0.09000062499990236,True,716,726,456,371,0.8135964912280702,371,0.8135964912280702,0.4583333333333333,1.327470992691815,0.57598876953125,nan,0,0.0
xfeat,stereo,240,2593.581543194,1780624769.4774947,0.0,True,1024,1024,562,387,0.6886120996441281,366,0.6512455516014235,0.7708333333333334,3.158136998536065,1.0,4.0,420,0.7473309608540926
orb,stereo,240,2593.581543194,1780624769.4774947,0.0,True,967,940,593,527,0.8887015177065767,520,0.8768971332209107,0.5833333333333334,3.086840995820239,0.0,2.0,535,0.9021922428330523
xfeat,stereo,241,2593.671559611,1780624769.581971,0.0,True,1024,1024,570,365,0.6403508771929824,340,0.5964912280701754,0.7916666666666666,3.2094620110001415,1.0,3.0,430,0.7543859649122807
xfeat,temporal,241,2593.671559611,1780624769.581971,0.09001641699978791,True,1024,1024,576,327,0.5677083333333334,327,0.5677083333333334,0.7708333333333334,3.0121919990051538,2.0,nan,0,0.0
orb,stereo,241,2593.671559611,1780624769.581971,0.0,True,999,970,607,531,0.8747940691927513,524,0.8632619439868204,0.5625,3.933811007300392,0.0,2.0,552,0.9093904448105437
orb,temporal,241,2593.671559611,1780624769.581971,0.09001641699978791,True,967,999,666,591,0.8873873873873874,591,0.8873873873873874,0.6041666666666666,3.042079013539478,1.20001220703125,nan,0,0.0
xfeat,stereo,250,2594.66156657,1780624770.5020127,0.0,True,1024,1024,586,434,0.7406143344709898,408,0.6962457337883959,0.7916666666666666,4.622125998139381,1.0,2.0,464,0.7918088737201365
orb,stereo,250,2594.66156657,1780624770.5020127,0.0,True,1003,1006,630,578,0.9174603174603174,574,0.9111111111111111,0.5625,3.1876049761194736,0.0,1.727996826171875,584,0.926984126984127
xfeat,stereo,251,2594.751555028,1780624770.6043956,0.0,True,1024,1024,588,427,0.7261904761904762,398,0.6768707482993197,0.7708333333333334,3.7076299777254462,1.0,3.0,450,0.7653061224489796
xfeat,temporal,251,2594.751555028,1780624770.6043956,0.08998845799987976,True,1024,1024,621,400,0.644122383252818,400,0.644122383252818,0.7916666666666666,3.1299259862862527,1.0,nan,0,0.0
orb,stereo,251,2594.751555028,1780624770.6043956,0.0,True,1006,1006,641,591,0.921996879875195,585,0.9126365054602185,0.625,4.137434996664524,0.0,1.727996826171875,594,0.9266770670826833
orb,temporal,251,2594.751555028,1780624770.6043956,0.08998845799987976,True,1003,1006,689,594,0.8621190130624092,594,0.8621190130624092,0.6666666666666666,3.793032985413447,1.0,nan,0,0.0
xfeat,stereo,260,2595.651569362,1780624771.524806,0.0,True,1024,1024,587,391,0.666098807495741,360,0.6132879045996593,0.8125,4.1769579984247684,1.0,2.0,447,0.7614991482112436
orb,stereo,260,2595.651569362,1780624771.524806,0.0,True,997,1011,659,614,0.9317147192716236,608,0.9226100151745068,0.6041666666666666,2.8188329888507724,0.0,2.07354736328125,620,0.9408194233687405
xfeat,stereo,261,2595.741559945,1780624771.6274214,0.0,True,1024,1024,612,392,0.6405228758169934,363,0.5931372549019608,0.75,4.458235023776069,1.0,3.0,459,0.75
xfeat,temporal,261,2595.741559945,1780624771.6274214,0.0899905830001444,True,1024,1024,585,369,0.6307692307692307,369,0.6307692307692307,0.8333333333333334,2.867784001864493,1.0,nan,0,0.0
orb,stereo,261,2595.741559945,1780624771.6274214,0.0,True,1008,1003,652,587,0.9003067484662577,579,0.8880368098159509,0.625,2.6977469970006496,0.0,2.0735855102539062,604,0.9263803680981595
orb,temporal,261,2595.741559945,1780624771.6274214,0.0899905830001444,True,997,1008,633,562,0.8878357030015798,562,0.8878357030015798,0.6041666666666666,2.3202459851745516,1.0,nan,0,0.0
xfeat,stereo,270,2596.641604738,1780624772.550445,0.0,True,1024,1024,575,396,0.688695652173913,365,0.6347826086956522,0.8333333333333334,3.6898929974995553,1.0,3.0,430,0.7478260869565218
orb,stereo,270,2596.641604738,1780624772.550445,0.0,True,1010,1003,673,622,0.924219910846954,620,0.9212481426448736,0.5625,2.977695985464379,0.0,2.399993896484375,630,0.9361069836552749
xfeat,stereo,271,2596.731559446,1780624772.651846,0.0,True,1024,1024,593,378,0.6374367622259697,347,0.5851602023608768,0.7708333333333334,3.882274992065504,1.0,3.0,432,0.7284991568296796
xfeat,temporal,271,2596.731559446,1780624772.651846,0.0899547080002776,True,1024,1024,597,369,0.6180904522613065,369,0.6180904522613065,0.7916666666666666,3.4584070090204477,2.0,nan,0,0.0
orb,stereo,271,2596.731559446,1780624772.651846,0.0,True,1003,993,669,630,0.9417040358744395,624,0.9327354260089686,0.6041666666666666,2.9071670142002404,0.0,2.200000762939453,633,0.9461883408071748
orb,temporal,271,2596.731559446,1780624772.651846,0.0899547080002776,True,1010,1003,668,562,0.8413173652694611,562,0.8413173652694611,0.6458333333333334,2.959120989544317,1.20001220703125,nan,0,0.0
xfeat,stereo,280,2597.721589446,1780624773.5712426,0.0,True,1024,1024,578,408,0.7058823529411765,382,0.6608996539792388,0.8333333333333334,3.490808012429625,1.0,3.0,428,0.740484429065744
orb,stereo,280,2597.721589446,1780624773.5712426,0.0,True,1024,1024,669,584,0.8729446935724963,578,0.8639760837070254,0.4583333333333333,4.034434998175129,0.0,2.0,612,0.9147982062780269
xfeat,stereo,281,2597.81157253,1780624773.6732707,0.0,True,1024,1024,570,392,0.6877192982456141,376,0.6596491228070176,0.8541666666666666,3.7696390063501894,1.0,3.0,450,0.7894736842105263
xfeat,temporal,281,2597.81157253,1780624773.6732707,0.08998308399986854,True,1024,1024,534,316,0.5917602996254682,316,0.5917602996254682,0.8125,4.03792699216865,4.0,nan,0,0.0
orb,stereo,281,2597.81157253,1780624773.6732707,0.0,True,1024,1024,627,569,0.9074960127591707,562,0.8963317384370016,0.4583333333333333,3.990583005361259,0.0,2.0,580,0.9250398724082934
orb,temporal,281,2597.81157253,1780624773.6732707,0.08998308399986854,True,1024,1024,714,608,0.8515406162464986,608,0.8515406162464986,0.5416666666666666,3.5371750127524137,3.45599365234375,nan,0,0.0
xfeat,stereo,290,2598.711564989,1780624774.5950084,0.0,True,1024,1024,588,417,0.7091836734693877,391,0.6649659863945578,0.7916666666666666,5.558339005801827,1.0,3.0,436,0.7414965986394558
orb,stereo,290,2598.711564989,1780624774.5950084,0.0,True,1024,1024,676,594,0.878698224852071,591,0.8742603550295858,0.4583333333333333,4.045259003760293,0.0,2.0735931396484375,610,0.9023668639053254
xfeat,stereo,291,2598.801568989,1780624774.697295,0.0,True,1024,1024,572,375,0.6555944055944056,346,0.6048951048951049,0.7916666666666666,4.569195007206872,1.0,3.0,415,0.7255244755244755
xfeat,temporal,291,2598.801568989,1780624774.697295,0.09000399999968067,True,1024,1024,576,337,0.5850694444444444,337,0.5850694444444444,0.7083333333333334,4.454883019207045,3.0,nan,0,0.0
orb,stereo,291,2598.801568989,1780624774.697295,0.0,True,1024,1024,691,631,0.9131693198263386,627,0.9073806078147613,0.4583333333333333,3.7572789879050106,0.0,2.0,638,0.9232995658465991
orb,temporal,291,2598.801568989,1780624774.697295,0.09000399999968067,True,1024,1024,730,645,0.8835616438356164,645,0.8835616438356164,0.4583333333333333,3.24814798659645,1.0,nan,0,0.0
xfeat,stereo,300,2599.701567739,1780624775.620598,0.0,True,1024,1024,560,369,0.6589285714285714,339,0.6053571428571428,0.7708333333333334,4.602572997100651,1.0,4.0,422,0.7535714285714286
orb,stereo,300,2599.701567739,1780624775.620598,0.0,True,1024,1024,698,607,0.8696275071633238,598,0.8567335243553008,0.3958333333333333,4.35740000102669,0.0,2.0,649,0.9297994269340975
xfeat,stereo,301,2599.881589447,1780624775.7220519,0.0,True,1024,1024,544,351,0.6452205882352942,326,0.5992647058823529,0.6875,3.696387982927263,1.0,4.0,413,0.7591911764705882
xfeat,temporal,301,2599.881589447,1780624775.7220519,0.1800217079999129,True,1024,1024,539,322,0.5974025974025974,322,0.5974025974025974,0.75,3.0850250041112304,2.0,nan,0,0.0
orb,stereo,301,2599.881589447,1780624775.7220519,0.0,True,1024,1024,687,611,0.8893740902474527,609,0.8864628820960698,0.4166666666666667,4.009994998341426,0.0,2.0,619,0.901018922852984
orb,temporal,301,2599.881589447,1780624775.7220519,0.1800217079999129,True,1024,1024,725,646,0.8910344827586207,646,0.8910344827586207,0.4375,3.2251740049105138,0.0,nan,0,0.0
xfeat,stereo,310,2600.781575823,1780624776.643109,0.0,True,1024,1024,568,397,0.698943661971831,379,0.6672535211267606,0.7916666666666666,3.8707540079485625,1.0,4.0,431,0.7588028169014085
orb,stereo,310,2600.781575823,1780624776.643109,0.0,True,1024,1024,701,634,0.9044222539229672,632,0.9015691868758916,0.4166666666666667,2.7600360044743866,0.0,2.0,647,0.9229671897289586
xfeat,stereo,311,2600.87157249,1780624776.7453766,0.0,True,1024,1024,539,338,0.62708719851577,317,0.588126159554731,0.7291666666666666,3.6604249908123165,1.0,4.0,389,0.7217068645640075
xfeat,temporal,311,2600.87157249,1780624776.7453766,0.08999666699992304,True,1024,1024,582,318,0.5463917525773195,318,0.5463917525773195,0.6666666666666666,3.2231489894911647,2.0,nan,0,0.0
orb,stereo,311,2600.87157249,1780624776.7453766,0.0,True,1024,1024,724,636,0.8784530386740331,636,0.8784530386740331,0.375,4.395945987198502,0.0,2.0,660,0.9116022099447514
orb,temporal,311,2600.87157249,1780624776.7453766,0.08999666699992304,True,1024,1024,727,627,0.8624484181568088,627,0.8624484181568088,0.3541666666666667,4.163132980465889,1.199981689453125,nan,0,0.0
xfeat,stereo,320,2601.771586323,1780624777.6666608,0.0,True,1024,1024,542,376,0.6937269372693727,353,0.6512915129151291,0.7708333333333334,2.8384549950715154,1.0,4.0,390,0.7195571955719557
orb,stereo,320,2601.771586323,1780624777.6666608,0.0,True,1024,1024,719,652,0.9068150208623088,647,0.8998609179415855,0.3958333333333333,3.4090369881596416,0.0,2.0736007690429688,666,0.9262865090403338
xfeat,stereo,321,2601.861564115,1780624777.7739413,0.0,True,1024,1024,577,393,0.6811091854419411,371,0.6429809358752167,0.8125,3.373493003891781,1.0,5.0,440,0.7625649913344887
xfeat,temporal,321,2601.861564115,1780624777.7739413,0.08997779199989964,True,1024,1024,627,403,0.6427432216905901,403,0.6427432216905901,0.7708333333333334,3.408199001569301,2.0,nan,0,0.0
orb,stereo,321,2601.861564115,1780624777.7739413,0.0,True,1024,1024,722,640,0.8864265927977839,636,0.8808864265927978,0.3541666666666667,3.8147500017657876,0.0,2.0735931396484375,659,0.9127423822714681
orb,temporal,321,2601.861564115,1780624777.7739413,0.08997779199989964,True,1024,1024,775,648,0.8361290322580646,648,0.8361290322580646,0.3541666666666667,3.2570869952905923,0.0,nan,0,0.0
xfeat,stereo,330,2602.851578699,1780624778.690235,0.0,True,1024,1024,584,420,0.7191780821917808,399,0.6832191780821918,0.7916666666666666,3.4652499889489263,1.0,4.0,459,0.785958904109589
orb,stereo,330,2602.851578699,1780624778.690235,0.0,True,1022,1016,686,593,0.8644314868804664,592,0.8629737609329446,0.3541666666666667,3.9248029934242368,0.0,2.0736007690429688,616,0.8979591836734694
xfeat,stereo,331,2602.941576366,1780624778.7920594,0.0,True,1024,1024,568,353,0.6214788732394366,330,0.5809859154929577,0.7291666666666666,3.2784549985080957,1.0,4.0,456,0.8028169014084507
xfeat,temporal,331,2602.941576366,1780624778.7920594,0.08999766699980682,True,1024,1024,623,438,0.7030497592295345,438,0.7030497592295345,0.7708333333333334,3.0441750132013112,1.0,nan,0,0.0
orb,stereo,331,2602.941576366,1780624778.7920594,0.0,True,1023,1019,697,592,0.8493543758967002,589,0.8450502152080345,0.3541666666666667,3.0430570186581463,0.0,2.0736007690429688,608,0.8723098995695839
orb,temporal,331,2602.941576366,1780624778.7920594,0.08999766699980682,True,1022,1023,783,723,0.9233716475095786,723,0.9233716475095786,0.3541666666666667,3.779275983106345,0.0,nan,0,0.0
xfeat,stereo,340,2603.841603324,1780624779.7132056,0.0,True,1024,1024,597,445,0.7453936348408711,419,0.7018425460636516,0.6666666666666666,3.371956991031766,1.0,3.0,477,0.7989949748743719
orb,stereo,340,2603.841603324,1780624779.7132056,0.0,True,1024,1018,692,592,0.8554913294797688,591,0.8540462427745664,0.3333333333333333,3.501422004774213,0.0,2.0736007690429688,619,0.8945086705202312
xfeat,stereo,341,2603.931574908,1780624779.8159075,0.0,True,1024,1024,615,407,0.6617886178861788,380,0.6178861788617886,0.5625,5.121201014844701,1.0,3.5,462,0.751219512195122
xfeat,temporal,341,2603.931574908,1780624779.8159075,0.0899715840000681,True,1024,1024,671,490,0.7302533532041728,490,0.7302533532041728,0.7708333333333334,3.8037869962863624,1.0,nan,0,0.0
orb,stereo,341,2603.931574908,1780624779.8159075,0.0,True,1024,1024,722,613,0.8490304709141274,612,0.8476454293628809,0.3125,2.961285994388163,0.0,2.0736007690429688,642,0.889196675900277
orb,temporal,341,2603.931574908,1780624779.8159075,0.0899715840000681,True,1024,1024,768,671,0.8736979166666666,671,0.8736979166666666,0.3333333333333333,3.4033099946100265,0.0,nan,0,0.0
xfeat,stereo,350,2604.831605908,1780624780.7416744,0.0,True,1024,1024,588,399,0.6785714285714286,378,0.6428571428571429,0.6666666666666666,3.51119801052846,1.0,4.0,426,0.7244897959183674
orb,stereo,350,2604.831605908,1780624780.7416744,0.0,True,1023,1021,689,590,0.8563134978229318,587,0.8519593613933236,0.22916666666666666,3.0436859815381467,0.0,2.0,613,0.8896952104499274
xfeat,stereo,351,2605.011594408,1780624780.846202,0.0,True,1024,1024,614,428,0.6970684039087948,406,0.6612377850162866,0.75,4.154125024797395,1.0,3.0,472,0.7687296416938111
xfeat,temporal,351,2605.011594408,1780624780.846202,0.17998850000003586,True,1024,1024,582,371,0.6374570446735395,371,0.6374570446735395,0.6875,3.4371090005151927,2.0,nan,0,0.0
orb,stereo,351,2605.011594408,1780624780.846202,0.0,True,1018,1024,667,574,0.8605697151424287,568,0.8515742128935532,0.3333333333333333,3.897707996657118,0.0,2.0,590,0.8845577211394303
orb,temporal,351,2605.011594408,1780624780.846202,0.17998850000003586,True,1023,1018,653,540,0.8269525267993875,540,0.8269525267993875,0.25,3.2680500007700175,1.199981689453125,nan,0,0.0
xfeat,stereo,360,2605.911594867,1780624781.7680714,0.0,True,1024,1024,585,415,0.7094017094017094,395,0.6752136752136753,0.7916666666666666,3.912860993295908,1.0,3.0,435,0.7435897435897436
orb,stereo,360,2605.911594867,1780624781.7680714,0.0,True,1024,1024,651,538,0.82642089093702,534,0.8202764976958525,0.4583333333333333,3.7701280089095235,0.0,2.399993896484375,572,0.8786482334869432
xfeat,stereo,361,2606.00162945,1780624781.8696566,0.0,True,1024,1024,597,408,0.6834170854271356,377,0.6314907872696818,0.7916666666666666,4.098889010492712,1.0,3.0,439,0.7353433835845896
xfeat,temporal,361,2606.00162945,1780624781.8696566,0.09003458300003331,True,1024,1024,602,381,0.632890365448505,381,0.632890365448505,0.7708333333333334,3.9030159823596478,1.0,nan,0,0.0
orb,stereo,361,2606.00162945,1780624781.8696566,0.0,True,1024,1024,644,560,0.8695652173913043,558,0.8664596273291926,0.3541666666666667,3.903294011252001,0.0,2.3999977111816406,575,0.8928571428571429
orb,temporal,361,2606.00162945,1780624781.8696566,0.09003458300003331,True,1024,1024,679,582,0.8571428571428571,582,0.8571428571428571,0.4375,3.666710021207109,1.0,nan,0,0.0
xfeat,stereo,370,2606.901590826,1780624782.7929788,0.0,True,1024,1024,612,390,0.6372549019607843,351,0.5735294117647058,0.5208333333333334,4.054895980516449,1.0,2.0,442,0.7222222222222222
orb,stereo,370,2606.901590826,1780624782.7929788,0.0,True,1024,1024,649,557,0.8582434514637904,553,0.8520801232665639,0.2916666666666667,3.291581990197301,0.0,2.399993896484375,574,0.884437596302003
xfeat,stereo,371,2606.991578576,1780624782.8955054,0.0,True,1024,1024,625,391,0.6256,350,0.56,0.6666666666666666,2.9785340011585504,1.0,2.0,463,0.7408
xfeat,temporal,371,2606.991578576,1780624782.8955054,0.08998775000009118,True,1024,1024,649,464,0.7149460708782742,464,0.7149460708782742,0.75,2.9591909842565656,1.0,nan,0,0.0
orb,stereo,371,2606.991578576,1780624782.8955054,0.0,True,1024,1024,650,563,0.8661538461538462,557,0.8569230769230769,0.3333333333333333,4.016349994344637,0.0,2.399993896484375,575,0.8846153846153846
orb,temporal,371,2606.991578576,1780624782.8955054,0.08998775000009118,True,1024,1024,725,630,0.8689655172413793,630,0.8689655172413793,0.3125,3.1613500032108277,0.0,nan,0,0.0
xfeat,stereo,380,2607.981583576,1780624783.8180356,0.0,True,1024,1024,615,394,0.640650406504065,353,0.5739837398373984,0.6458333333333334,3.5215329844504595,1.0,2.0,448,0.7284552845528456
orb,stereo,380,2607.981583576,1780624783.8180356,0.0,True,1024,1024,643,550,0.8553654743390358,543,0.8444790046656299,0.4166666666666667,3.236206975998357,0.0,2.488311767578125,560,0.8709175738724728
xfeat,stereo,381,2608.07159316,1780624783.920439,0.0,True,1024,1024,622,420,0.6752411575562701,392,0.6302250803858521,0.6666666666666666,4.048681003041565,1.0,2.0,464,0.7459807073954984
xfeat,temporal,381,2608.07159316,1780624783.920439,0.09000958399974479,True,1024,1024,649,449,0.6918335901386748,449,0.6918335901386748,0.6041666666666666,3.782279003644362,1.0,nan,0,0.0
orb,stereo,381,2608.07159316,1780624783.920439,0.0,True,1024,1024,628,545,0.8678343949044586,541,0.8614649681528662,0.4166666666666667,4.119557997910306,0.0,2.4883193969726562,568,0.9044585987261147
orb,temporal,381,2608.07159316,1780624783.920439,0.09000958399974479,True,1024,1024,765,685,0.8954248366013072,685,0.8954248366013072,0.4166666666666667,3.872289991704747,0.0,nan,0,0.0
xfeat,stereo,390,2608.971591952,1780624784.843595,0.0,True,1024,1024,628,428,0.6815286624203821,400,0.6369426751592356,0.6458333333333334,3.293259011115879,1.0,3.0,491,0.7818471337579618
orb,stereo,390,2608.971591952,1780624784.843595,0.0,True,1024,1024,625,536,0.8576,533,0.8528,0.4375,3.3727949776221067,0.0,2.8800048828125,553,0.8848
xfeat,stereo,391,2609.06160991,1780624784.9470623,0.0,True,1024,1024,637,419,0.6577708006279435,386,0.6059654631083202,0.7291666666666666,3.2341819896828383,1.0,3.0,479,0.7519623233908949
xfeat,temporal,391,2609.06160991,1780624784.9470623,0.09001795799986212,True,1024,1024,651,435,0.6682027649769585,435,0.6682027649769585,0.6875,3.195705998223275,1.0,nan,0,0.0
orb,stereo,391,2609.06160991,1780624784.9470623,0.0,True,1024,1024,623,540,0.8667736757624398,526,0.8443017656500803,0.4375,3.3903220028150827,0.0,2.8800048828125,554,0.8892455858747994
orb,temporal,391,2609.06160991,1780624784.9470623,0.09001795799986212,True,1024,1024,743,654,0.8802153432032301,654,0.8802153432032301,0.3958333333333333,3.971937985625118,1.1999969482421875,nan,0,0.0
xfeat,stereo,400,2609.961605702,1780624785.8659441,0.0,True,1024,1024,586,410,0.6996587030716723,380,0.6484641638225256,0.7708333333333334,3.201362007530406,1.0,3.0,447,0.7627986348122867
orb,stereo,400,2609.961605702,1780624785.8659441,0.0,True,1024,1024,595,505,0.8487394957983193,503,0.8453781512605042,0.4583333333333333,3.05890801246278,0.0,3.0,520,0.8739495798319328
xfeat,stereo,401,2610.051594786,1780624785.9678261,0.0,True,1024,1024,601,371,0.6173044925124792,342,0.5690515806988353,0.7083333333333334,3.188025002600625,1.0,3.0,441,0.7337770382695508
xfeat,temporal,401,2610.051594786,1780624785.9678261,0.08998908400008077,True,1024,1024,603,338,0.560530679933665,338,0.560530679933665,0.7083333333333334,3.4773309889715165,2.0,nan,0,0.0
orb,stereo,401,2610.051594786,1780624785.9678261,0.0,True,1024,1024,580,480,0.8275862068965517,474,0.8172413793103448,0.4583333333333333,3.756371996132657,0.0,3.0,493,0.85
orb,temporal,401,2610.051594786,1780624785.9678261,0.08998908400008077,True,1024,1024,718,599,0.8342618384401114,599,0.8342618384401114,0.4791666666666667,3.1151220027823,1.727996826171875,nan,0,0.0
xfeat,stereo,410,2611.041611078,1780624786.8862064,0.0,True,1024,1024,574,389,0.6777003484320557,368,0.6411149825783972,0.9166666666666666,3.2038060016930103,1.0,3.0,414,0.7212543554006968
orb,stereo,410,2611.041611078,1780624786.8862064,0.0,True,1024,1024,594,486,0.8181818181818182,479,0.8063973063973064,0.5416666666666666,3.1907479860819876,0.0,3.0,508,0.8552188552188552
xfeat,stereo,411,2611.131593328,1780624786.9872499,0.0,True,1024,1024,573,363,0.6335078534031413,340,0.5933682373472949,0.8958333333333334,4.777706984896213,1.0,3.0,401,0.699825479930192
xfeat,temporal,411,2611.131593328,1780624786.9872499,0.08998224999959348,True,1024,1024,612,409,0.6683006535947712,409,0.6683006535947712,0.7708333333333334,2.8904780047014356,1.0,nan,0,0.0
orb,stereo,411,2611.131593328,1780624786.9872499,0.0,True,1024,1024,616,507,0.823051948051948,505,0.8198051948051948,0.5833333333333334,3.9257789903786033,0.0,3.1103973388671875,525,0.8522727272727273
orb,temporal,411,2611.131593328,1780624786.9872499,0.08998224999959348,True,1024,1024,751,646,0.8601864181091877,646,0.8601864181091877,0.5208333333333334,3.5378029861021787,0.0,nan,0,0.0
xfeat,stereo,420,2612.031624287,1780624787.909707,0.0,True,1024,1024,612,393,0.6421568627450981,368,0.6013071895424836,0.7708333333333334,3.1289479811675847,1.0,3.0,451,0.7369281045751634
orb,stereo,420,2612.031624287,1780624787.909707,0.0,True,1024,1024,581,464,0.7986230636833046,457,0.7865748709122203,0.5416666666666666,3.226570988772437,0.0,3.45599365234375,474,0.8158347676419966
xfeat,stereo,421,2612.121617578,1780624788.0115294,0.0,True,1024,1024,595,398,0.66890756302521,361,0.6067226890756302,0.8958333333333334,3.3725860121194273,1.0,3.0,415,0.6974789915966386
xfeat,temporal,421,2612.121617578,1780624788.0115294,0.0899932910001553,True,1024,1024,648,432,0.6666666666666666,432,0.6666666666666666,0.8125,3.1424949993379414,1.0,nan,0,0.0
orb,stereo,421,2612.121617578,1780624788.0115294,0.0,True,1024,1024,599,466,0.7779632721202003,456,0.7612687813021702,0.5208333333333334,3.1640730157960206,0.0,3.45599365234375,501,0.8363939899833055
orb,temporal,421,2612.121617578,1780624788.0115294,0.0899932910001553,True,1024,1024,745,639,0.8577181208053691,639,0.8577181208053691,0.5416666666666666,3.86998601607047,1.1999969482421875,nan,0,0.0
xfeat,stereo,430,2613.021602579,1780624788.9330566,0.0,True,1024,1024,576,373,0.6475694444444444,351,0.609375,0.7708333333333334,3.457988001173362,1.0,3.0,405,0.703125
orb,stereo,430,2613.021602579,1780624788.9330566,0.0,True,1024,1024,539,409,0.7588126159554731,405,0.75139146567718,0.4791666666666667,3.45631199888885,0.0,3.58319091796875,448,0.8311688311688312
xfeat,stereo,431,2613.201601995,1780624789.0342038,0.0,True,1024,1024,576,356,0.6180555555555556,329,0.5711805555555556,0.75,3.0221080232877284,1.0,4.0,390,0.6770833333333334
xfeat,temporal,431,2613.201601995,1780624789.0342038,0.1799994160001006,True,1024,1024,576,340,0.5902777777777778,340,0.5902777777777778,0.7291666666666666,2.925253997091204,2.0,nan,0,0.0
orb,stereo,431,2613.201601995,1780624789.0342038,0.0,True,1024,1024,553,438,0.7920433996383364,431,0.779385171790235,0.4791666666666667,3.8203360163606703,0.0,3.600006103515625,447,0.8083182640144665
orb,temporal,431,2613.201601995,1780624789.0342038,0.1799994160001006,True,1024,1024,694,571,0.8227665706051873,571,0.8227665706051873,0.4791666666666667,3.5019810020457953,1.1999969482421875,nan,0,0.0
xfeat,stereo,440,2614.101615246,1780624789.9568272,0.0,True,1024,1024,597,355,0.5946398659966499,336,0.5628140703517588,0.75,4.03862600796856,1.0,3.0,440,0.7370184254606366
orb,stereo,440,2614.101615246,1780624789.9568272,0.0,True,1024,1024,550,408,0.7418181818181818,400,0.7272727272727273,0.5416666666666666,3.4331990173086524,2.288818359375e-05,4.0,426,0.7745454545454545
xfeat,stereo,441,2614.191603579,1780624790.0590973,0.0,True,1024,1024,611,420,0.6873977086743044,398,0.6513911620294599,0.75,3.4475130087230355,1.0,3.0,468,0.7659574468085106
xfeat,temporal,441,2614.191603579,1780624790.0590973,0.08998833299983744,True,1024,1024,641,418,0.6521060842433697,418,0.6521060842433697,0.7708333333333334,3.2650479988660663,1.0,nan,0,0.0
orb,stereo,441,2614.191603579,1780624790.0590973,0.0,True,1024,1024,571,431,0.7548161120840631,426,0.7460595446584939,0.4791666666666667,3.3014980144798756,0.0,4.0,450,0.7880910683012259
orb,temporal,441,2614.191603579,1780624790.0590973,0.08998833299983744,True,1024,1024,767,659,0.8591916558018253,659,0.8591916558018253,0.5208333333333334,4.013836005469784,1.20001220703125,nan,0,0.0
xfeat,stereo,450,2615.091610705,1780624790.9845307,0.0,True,1024,1024,581,367,0.6316695352839932,358,0.6161790017211703,0.75,3.9601360040251166,1.0,4.0,432,0.7435456110154905
orb,stereo,450,2615.091610705,1780624790.9845307,0.0,True,1024,1024,553,390,0.705244122965642,378,0.6835443037974683,0.4583333333333333,3.2637909753248096,0.49765777587890625,4.3199920654296875,412,0.7450271247739603
xfeat,stereo,451,2615.181614371,1780624791.090719,0.0,True,1024,1024,577,356,0.6169844020797227,340,0.5892547660311959,0.7708333333333334,3.6722960066981614,1.0,4.0,413,0.7157712305025996
xfeat,temporal,451,2615.181614371,1780624791.090719,0.09000366599957488,True,1024,1024,607,371,0.6112026359143328,371,0.6112026359143328,0.75,3.443533001700416,2.0,nan,0,0.0
orb,stereo,451,2615.181614371,1780624791.090719,0.0,True,1024,1024,541,405,0.7486136783733827,401,0.7412199630314233,0.4583333333333333,3.62013399717398,0.0,4.55999755859375,420,0.7763401109057301
orb,temporal,451,2615.181614371,1780624791.090719,0.09000366599957488,True,1024,1024,745,607,0.8147651006711409,607,0.8147651006711409,0.4583333333333333,3.1727320165373385,1.44000244140625,nan,0,0.0
xfeat,stereo,460,2616.171608872,1780624792.0077891,0.0,True,1024,1024,580,355,0.6120689655172413,328,0.5655172413793104,0.7291666666666666,2.8479509928729385,1.0,4.0,413,0.7120689655172414
orb,stereo,460,2616.171608872,1780624792.0077891,0.0,True,1024,1024,498,346,0.6947791164658634,341,0.6847389558232931,0.4791666666666667,3.967188997194171,0.44001007080078125,4.800018310546875,361,0.7248995983935743
xfeat,stereo,461,2616.261654247,1780624792.1101036,0.0,True,1024,1024,567,332,0.5855379188712522,319,0.562610229276896,0.75,3.9413520134985447,1.0,4.0,403,0.7107583774250441
