index,left_x,left_y,right_x,depth,octave,response,valid_depth
106,388.000000,260.000000,-1.000000,-1.000000,0,21.000000,0
107,343.000000,271.000000,-1.000000,-1.000000,0,10.000000,0
108,387.000000,217.000000,-1.000000,-1.000000,0,34.000000,0
109,354.000000,218.000000,349.147736,3.631132,0,14.000000,1
110,137.000000,311.000000,-1.000000,-1.000000,0,65.000000,0
111,106.000000,306.000000,-1.000000,-1.000000,0,52.000000,0
112,131.000000,298.000000,-1.000000,-1.000000,0,58.000000,0
113,100.000000,292.000000,-1.000000,-1.000000,0,73.000000,0
114,299.000000,436.000000,-1.000000,-1.000000,0,13.000000,0
115,258.000000,438.000000,-1.000000,-1.000000,0,15.000000,0
116,284.000000,419.000000,-1.000000,-1.000000,0,26.000000,0
117,245.000000,403.000000,-1.000000,-1.000000,0,18.000000,0
118,151.000000,201.000000,149.200272,9.789927,0,93.000000,1
119,111.000000,184.000000,-1.000000,-1.000000,0,106.000000,0
120,131.000000,169.000000,-1.000000,-1.000000,0,87.000000,0
121,111.000000,162.000000,-1.000000,-1.000000,0,78.000000,0
122,296.000000,182.000000,291.210968,3.679076,0,90.000000,1
123,273.000000,204.000000,271.223053,9.915440,0,59.000000,1
124,305.000000,149.000000,-1.000000,-1.000000,0,61.000000,0
125,265.000000,157.000000,263.084656,9.198978,0,157.000000,1
126,522.000000,371.000000,-1.000000,-1.000000,0,16.000000,0
127,483.000000,376.000000,-1.000000,-1.000000,0,10.000000,0
128,516.000000,367.000000,490.047363,0.678899,0,19.000000,1
129,503.000000,363.000000,-1.000000,-1.000000,0,14.000000,0
130,82.000000,436.000000,-1.000000,-1.000000,0,14.000000,0
131,31.000000,446.000000,-1.000000,-1.000000,0,18.000000,0
132,54.000000,423.000000,-1.000000,-1.000000,0,16.000000,0
133,44.000000,426.000000,-1.000000,-1.000000,0,13.000000,0
134,291.000000,511.000000,235.730255,0.318786,0,19.000000,1
135,268.000000,510.000000,-1.000000,-1.000000,0,17.000000,0
136,295.000000,488.000000,-1.000000,-1.000000,0,16.000000,0
137,254.000000,488.000000,-1.000000,-1.000000,0,19.000000,0
138,171.000000,246.000000,-1.000000,-1.000000,0,81.000000,0
139,189.000000,232.000000,187.185501,9.710236,0,106.000000,1
140,135.000000,245.000000,-1.000000,-1.000000,0,102.000000,0
141,122.000000,244.000000,-1.000000,-1.000000,0,96.000000,0
142,130.000000,208.000000,-1.000000,-1.000000,0,120.000000,0
143,114.000000,237.000000,-1.000000,-1.000000,0,101.000000,0
144,338.000000,357.000000,-1.000000,-1.000000,0,45.000000,0
145,340.000000,274.000000,335.436371,3.860790,0,9.000000,1
146,598.000000,314.000000,596.820435,14.937036,0,20.000000,1
147,364.000000,411.000000,-1.000000,-1.000000,0,19.000000,0
148,477.000000,483.000000,-1.000000,-1.000000,0,20.000000,0
149,560.000000,445.000000,518.776306,0.427405,0,33.000000,1
150,128.000000,345.000000,-1.000000,-1.000000,0,38.000000,0
151,80.000000,368.000000,-1.000000,-1.000000,0,21.000000,0
152,91.000000,300.000000,-1.000000,-1.000000,0,62.000000,0
153,269.000000,358.000000,-1.000000,-1.000000,0,45.000000,0
154,191.000000,399.000000,-1.000000,-1.000000,0,20.000000,0
155,297.000000,286.000000,292.691833,4.089724,0,15.000000,1
156,419.000000,141.000000,415.461273,4.978969,0,61.000000,1
157,338.000000,143.000000,-1.000000,-1.000000,0,64.000000,0
158,518.000000,138.000000,-1.000000,-1.000000,0,9.000000,0
159,573.000000,20.000000,571.198914,9.782546,0,15.000000,1
160,523.000000,42.000000,518.126221,3.615102,0,102.000000,1
161,418.000000,194.000000,-1.000000,-1.000000,0,36.000000,0
162,574.000000,230.000000,572.150574,9.526853,0,54.000000,1
163,535.000000,195.000000,530.070435,3.574192,0,108.000000,1
164,165.000000,19.000000,-1.000000,-1.000000,0,24.000000,0
165,304.000000,40.000000,298.999695,3.523627,0,119.000000,1
166,87.000000,211.000000,-1.000000,-1.000000,0,117.000000,0
167,297.000000,260.000000,292.409943,3.838560,0,53.000000,1
168,242.400009,438.000031,-1.000000,-1.000000,1,15.000000,0
169,206.400009,459.600006,-1.000000,-1.000000,1,9.000000,0
170,235.200012,415.200012,-1.000000,-1.000000,1,36.000000,0
171,190.800003,398.400024,-1.000000,-1.000000,1,18.000000,0
172,441.600006,248.400009,-1.000000,-1.000000,1,23.000000,0
173,418.800018,256.800018,414.053619,3.712122,1,27.000000,1
174,463.200012,232.800003,458.344757,3.628895,1,149.000000,1
175,429.600006,240.000015,424.750732,3.633371,1,21.000000,1
176,531.600037,258.000000,526.726990,3.615646,1,57.000000,1
177,501.600006,265.200012,496.999298,3.829674,1,22.000000,1
178,535.200012,229.200012,530.300171,3.595874,1,49.000000,1
179,484.800018,226.800003,480.013092,3.680694,1,103.000000,1
180,136.800003,507.600006,-1.000000,-1.000000,1,8.000000,0
181,120.000008,518.400024,-1.000000,-1.000000,1,10.000000,0
182,166.800003,475.200012,-1.000000,-1.000000,1,11.000000,0
183,124.800003,486.000031,-1.000000,-1.000000,1,10.000000,0
184,448.800018,326.400024,432.250031,1.064606,1,14.000000,1
185,420.000031,331.200012,403.296814,1.054839,1,11.000000,1
186,441.600006,291.600006,-1.000000,-1.000000,1,8.000000,0
187,430.800018,284.400024,-1.000000,-1.000000,1,8.000000,0
188,526.800049,517.200012,-1.000000,-1.000000,1,8.000000,0
189,483.600006,494.400024,-1.000000,-1.000000,1,13.000000,0
190,544.800049,471.600006,-1.000000,-1.000000,1,13.000000,0
191,476.400024,482.400024,-1.000000,-1.000000,1,14.000000,0
192,594.000000,458.400024,549.274780,0.393944,1,16.000000,1
193,559.200012,444.000031,518.130371,0.429008,1,29.000000,1
194,596.400024,416.400024,560.400024,0.489423,1,8.000000,1
195,572.400024,405.600006,-1.000000,-1.000000,1,11.000000,0
196,316.800018,141.600006,314.396545,7.330730,1,106.000000,1
197,248.400009,133.200012,246.024918,7.418329,1,162.000000,1
198,307.200012,86.400002,-1.000000,-1.000000,1,13.000000,0
199,463.200012,494.400024,-1.000000,-1.000000,1,10.000000,0
200,398.400024,508.800018,342.849365,0.317174,1,10.000000,1
201,447.600006,480.000031,440.920013,2.637609,1,17.000000,1
202,396.000031,488.400024,345.183716,0.346724,1,13.000000,1
203,69.600006,495.600006,-1.000000,-1.000000,1,10.000000,0
204,32.400002,493.200012,-1.000000,-1.000000,1,14.000000,0
205,87.600006,492.000031,-1.000000,-1.000000,1,10.000000,0
206,51.600002,488.400024,-1.000000,-1.000000,1,14.000000,0
207,148.800003,458.400024,-1.000000,-1.000000,1,10.000000,0
208,117.600006,438.000031,-1.000000,-1.000000,1,9.000000,0
209,136.800003,414.000031,-1.000000,-1.000000,1,9.000000,0
210,130.800003,404.400024,-1.000000,-1.000000,1,19.000000,0
211,518.400024,367.200012,492.383148,0.677222,1,22.000000,1
212,480.000031,376.800018,-1.000000,-1.000000,1,9.000000,0
213,543.600037,366.000000,-1.000000,-1.000000,1,10.000000,0
214,475.200012,339.600006,-1.000000,-1.000000,1,12.000000,0
215,603.600037,390.000031,573.447510,0.584336,1,12.000000,1
216,564.000000,380.400024,-1.000000,-1.000000,1,15.000000,0
217,585.600037,351.600006,-1.000000,-1.000000,1,25.000000,0
218,546.000000,338.400024,-1.000000,-1.000000,1,12.000000,0
