method,frame_index,stamp_ns,orb_tracking_ok,extract_pair_ms,temporal_match_ms,temporal_matches,temporal_ransac_inliers,temporal_ransac_ratio,temporal_coverage,stereo_matches,stereo_geometric_depths,stereo_ncc_depths,stereo_ncc_ratio,stereo_ncc_coverage,stereo_ncc_median,pnp_candidates,pnp_success,pnp_inliers,pnp_inlier_ratio,pnp_reprojection_median_px,pnp_reprojection_p90_px,pnp_grid_coverage,relative_translation_m,relative_rotation_rad,pnp_ms
xfeat_grid_fine,1,2569101470849,,203.88476201333106,13.14049301436171,328,328,1.0,1.0,209,209,157,0.7511961722488039,0.7083333333333334,0.7908695936203003,130,1,110,0.8461538461538461,0.5448814630508423,0.9521471202373506,0.5208333333333334,0.0032358677702194368,0.0041476802112294835,1.1517080129124224
xfeat_global_fine,1,2569101470849,,86.67901693843305,7.298854005057365,376,375,0.9973404255319149,0.5416666666666666,362,359,295,0.8149171270718232,0.5625,0.8548638820648193,246,1,225,0.9146341463414634,0.39036354422569275,0.7927718877792358,0.3541666666666667,0.02084041480194315,0.003122855094821705,1.0397009900771081
orb_control,1,2569101470849,,12.374665995594114,1.7034360207617283,500,499,0.998,0.4166666666666667,353,284,275,0.7790368271954674,0.3958333333333333,0.9420346021652222,259,1,255,0.9845559845559846,0.01531976368278265,0.03127410784363746,0.375,0.0005912215802649338,0.0001080575783906818,0.7750450167804956
xfeat_grid_fine,11,2570181473058,,196.45001803291962,12.807055027224123,319,318,0.9968652037617555,0.9583333333333334,198,198,148,0.7474747474747475,0.7083333333333334,0.7748581171035767,115,1,115,1.0,0.6046689748764038,1.0165889739990237,0.7083333333333334,0.0009132065108634539,0.003869834656232466,0.7494870224036276
xfeat_global_fine,11,2570181473058,,88.12897000461817,7.305558014195412,382,381,0.9973821989528796,0.5208333333333334,353,352,288,0.8158640226628895,0.5208333333333334,0.8401243686676025,238,1,219,0.9201680672268907,0.3923044800758362,0.7820579171180727,0.3125,0.025395561332481314,0.0029519755086521928,1.165953988675028
orb_control,11,2570181473058,,12.089061026927084,1.5812329947948456,509,503,0.9882121807465619,0.4166666666666667,344,272,267,0.7761627906976745,0.3541666666666667,0.9457504749298096,244,1,241,0.9877049180327869,0.036992162466049194,0.07791134715080261,0.3541666666666667,0.0020295349015370685,0.00027327550745276353,0.7522099767811596
