frame_id,stamp_ns,tracking_state,keypoints,valid_depths,valid_depth_ratio,depth_grid_coverage,tracked_inliers,feature_extract_ms,stereo_match_ms,hybrid_candidates,hybrid_fine_matches,hybrid_accepted,hybrid_added,hybrid_replaced,hybrid_rejected,hybrid_ms,frontend_ms,track_total_ms,pose_valid,tcw_tx,tcw_ty,tcw_tz,tcw_qx,tcw_qy,tcw_qz,tcw_qw
65,1785980806147011139,2,606,220,0.363036,0.812500,127,86.730347,8.496757,0,0,0,0,0,0,0.000000,95.227104,107.416667,1,0.013988,0.010033,-0.181811,0.011140,0.008579,-0.010825,0.999843
66,1785980806237010681,2,606,238,0.392739,0.812500,118,83.392251,8.957431,0,0,0,0,0,0,0.000000,92.349682,105.328675,1,0.013067,0.013453,-0.202800,0.006560,0.005544,-0.012851,0.999881
67,1785980806327015806,2,606,220,0.363036,0.833333,164,83.249457,8.527216,0,0,0,0,0,0,0.000000,91.776673,103.529855,1,0.014232,0.014802,-0.226074,0.005899,0.004843,-0.012323,0.999895
68,1785980806417015389,2,605,228,0.376860,0.812500,141,82.565488,8.681177,0,0,0,0,0,0,0.000000,91.246665,105.761473,1,0.017221,0.016147,-0.247037,0.003511,-0.000876,-0.008063,0.999961
69,1785980806507013889,2,606,228,0.376238,0.833333,127,81.754143,8.893305,0,0,0,0,0,0,0.000000,90.647448,104.029030,1,0.019571,0.018159,-0.270040,0.006024,-0.001373,-0.005764,0.999964
70,1785980806597013764,2,603,248,0.411277,0.812500,115,79.728986,9.503981,0,0,0,0,0,0,0.000000,89.232967,99.659837,1,0.020603,0.019216,-0.285786,-0.005277,-0.003488,-0.006494,0.999959
71,1785980806687013931,2,604,252,0.417219,0.833333,101,79.551898,9.519856,0,0,0,0,0,0,0.000000,89.071754,100.192385,1,0.023507,0.020440,-0.302514,-0.015729,-0.009003,-0.003791,0.999829
72,1785980806777015056,2,605,265,0.438017,0.791667,172,77.609910,10.025655,0,0,0,0,0,0,0.000000,87.635565,98.889698,1,0.027980,0.021828,-0.319672,-0.023720,-0.009166,0.001820,0.999675
73,1785980806867014306,2,605,259,0.428099,0.791667,149,76.935275,10.017197,0,0,0,0,0,0,0.000000,86.952472,101.755158,1,0.026618,0.023349,-0.337896,-0.030896,-0.012308,-0.001630,0.999445
74,1785980806957016181,2,604,271,0.448675,0.833333,125,76.080220,10.131656,0,0,0,0,0,0,0.000000,86.211876,100.312303,1,0.029892,0.022634,-0.361078,-0.033327,-0.016276,0.000938,0.999312
75,1785980807047014973,2,604,270,0.447020,0.791667,121,75.160122,10.265159,0,0,0,0,0,0,0.000000,85.425281,98.277480,1,0.033801,0.021048,-0.383966,-0.035313,-0.018914,0.003720,0.999190
76,1785980807137013723,2,604,261,0.432119,0.750000,111,74.827117,9.782360,0,0,0,0,0,0,0.000000,84.609477,96.170947,1,0.038666,0.019796,-0.406900,-0.034647,-0.022103,0.009103,0.999114
77,1785980807227016556,2,605,272,0.449587,0.770833,113,74.123104,10.122406,0,0,0,0,0,0,0.000000,84.245510,97.136335,1,0.041529,0.019324,-0.430705,-0.033557,-0.024761,0.010470,0.999075
78,1785980807317015890,2,606,266,0.438944,0.833333,106,74.924324,10.118740,0,0,0,0,0,0,0.000000,85.043064,96.218112,1,0.043783,0.017043,-0.453469,-0.036855,-0.026640,0.007724,0.998936
79,1785980807407016973,2,603,272,0.451078,0.770833,95,74.284274,10.364244,0,0,0,0,0,0,0.000000,84.648518,95.188679,1,0.041087,0.017904,-0.472573,-0.037717,-0.026453,0.007182,0.998912
80,1785980807497016890,2,605,284,0.469421,0.791667,184,74.118771,10.759125,0,0,0,0,0,0,0.000000,84.877896,97.165626,1,0.047076,0.016810,-0.491640,-0.037990,-0.027671,0.011102,0.998833
81,1785980807587017140,2,606,273,0.450495,0.812500,140,74.088478,10.303743,0,0,0,0,0,0,0.000000,84.392221,99.508621,1,0.053716,0.018568,-0.518000,-0.034588,-0.031186,0.018347,0.998746
82,1785980807677018056,2,603,248,0.411277,0.729167,124,72.981877,9.447604,0,0,0,0,0,0,0.000000,82.429481,96.070692,1,0.062120,0.023441,-0.541303,-0.029554,-0.032879,0.028839,0.998606
